Harga,Kamar Tidur,Kamar Mandi,Garasi,Luas Tanah,Luas Bangunan,Kecamatan,Page
"1,15 Miliar",4,3,LT:91 m²,LB : 110 m²,,Depok II,597
550 Juta,1,1,LT:90 m²,LB : 72 m²,,Depok II,597
"61,5 Miliar Total",LT:6150 m²,,,,,Sawangan,597
"2,5 Miliar",5,4,LT:110 m²,LB : 310 m²,,Cimanggis,597
545 Juta,3,2,1,LT : 90 m²,LB : 90 m²,Sawangan,597
325 Juta,2,1,1,LT : 48 m²,LB : 45 m²,Cilodong,598
"1,8 Miliar",5,4,2,LT : 128 m²,LB : 180 m²,Cibubur,598
405 Juta,2,1,1,LT : 60 m²,LB : 42 m²,Cilodong,598
2 Miliar,2,2,1,LT : 120 m²,LB : 138 m²,Cinere,598
700 Juta,3,2,2,LT : 140 m²,LB : 84 m²,Cimanggis,598
880 Juta,3,2,2,LT : 77 m²,LB : 78 m²,Cinere,598
"17,5 Miliar Total",3,LT:2490 m²,LB:1500 m²,,,Cimanggis,598
"15,3 Miliar Total",LT:1800 m²,,,,,Pancoran Mas,598
"15,3 Miliar Total",LT:1800 m²,,,,,Pancoran Mas,598
1 Miliar,3,3,2,LT : 72 m²,LB : 88 m²,Cilodong,598
"1,8 Miliar Total",LT:509 m²,,,,,Rangkapanjaya,598
"6,6 Miliar",3,3,LT:1995 m²,LB : 218 m²,,Rangkapanjaya,598
"2,2 Miliar",5,4,2,LT : 135 m²,LB : 260 m²,Cinere,598
"5,5 Miliar",5,5,1,LT : 300 m²,LB : 172 m²,Cibubur,598
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,598
"2,59 Miliar Total",LT:397 m²,,,,,Cilodong,598
659 Juta,2,2,1,LT : 78 m²,LB : 54 m²,Limo,598
949 Juta,3,2,2,LT : 64 m²,LB : 75 m²,Limo,598
"5,5 Miliar",5,5,1,LT : 300 m²,LB : 172 m²,Cibubur,598
"1,15 Miliar",3,2,2,LT : 84 m²,LB : 110 m²,Beji,598
"1,18 Miliar",3,3,2,LT : 70 m²,LB : 90 m²,Sukmajaya,599
560 Juta,2,1,2,LT : 72 m²,LB : 47 m²,Sawangan,599
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,599
"5,7 Miliar Total",LT:378 m²,,,,,Pancoran Mas,599
"2,3 Miliar",4,3,2,LT : 144 m²,LB : 200 m²,Cibubur,599
"5,7 Miliar Total",LT:378 m²,,,,,Pancoran Mas,599
"1,2 Miliar",1,2,1,LT : 90 m²,LB : 72 m²,Limo,599
"3,8 Miliar Total",4,LT:970 m²,LB:458 m²,,,Depok II,599
"1,05 Miliar",3,3,2,LT : 77 m²,LB : 90 m²,Cilodong,599
"1,55 Miliar",3,2,2,LT : 120 m²,LB : 150 m²,Cibubur,599
"1,4 Miliar",3,3,1,LT : 102 m²,LB : 80 m²,Cibubur,599
"1,27 Miliar",3,3,1,LT : 90 m²,LB : 80 m²,Cibubur,599
"4,9 Miliar",4,4,LT:260 m²,LB : 290 m²,,Harjamukti,599
"1,7 Miliar",2,2,1,LT : 98 m²,LB : 120 m²,Cibubur,599
"652,5 Juta Total",LT:435 m²,,,,,Sawangan,599
"1,35 Miliar",3,2,LB:71 m²,,,Cibubur,599
"1,35 Miliar",3,2,LB:71 m²,,,Cibubur,599
"5,5 Miliar",5,5,1,LT : 300 m²,LB : 172 m²,Cibubur,599
513 Juta,3,2,1,LT : 50 m²,LB : 45 m²,Sawangan,599
"1,7 Miliar",3,3,LT:150 m²,LB : 120 m²,,Depok II,599
"4,4 Miliar",5,5,LT:160 m²,LB : 222 m²,,Sawangan,600
"19,2 Miliar Total",LT:3830 m²,,,,,Cipayung,600
"3,2 Miliar",5,4,LT:5 m²,LB : 4 m²,,Depok II,600
"5,5 Miliar",5,5,1,LT : 300 m²,LB : 172 m²,Cibubur,600
"4,2 Miliar",26,13,LT:583 m²,LB : 800 m²,,Cibubur,600
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,600
499 Juta,2,2,1,LT : 52 m²,LB : 52 m²,Citayam,600
"1,9 Miliar",7,6,1,LT : 68 m²,LB : 87 m²,Beji,600
"1,06 Miliar",3,3,1,LT : 60 m²,LB : 100 m²,Pancoran Mas,600
"2,3 Miliar",3,2,LT:148 m²,LB : 160 m²,,Kelapa Dua,600
"2,47 Miliar",3,3,LT:165 m²,LB : 170 m²,,Sukmajaya,600
"1,87 Miliar",3,3,2,LT : 100 m²,LB : 135 m²,Cinere,600
"1,29 Miliar",3,3,1,LT : 128 m²,LB : 185 m²,Tapos,600
895 Juta,3,2,2,LT : 61 m²,LB : 55 m²,Tanah Baru,600
840 Juta,3,2,2,LT : 77 m²,LB : 110 m²,Cinangka,600
800 Juta,3,2,2,LT : 70 m²,LB : 90 m²,Cinangka,600
900 Juta,3,2,1,LT : 55 m²,LB : 70 m²,Kukusan,600
995 Juta,4,3,2,LT : 70 m²,LB : 130 m²,Pancoran Mas,600
390 Juta,3,2,1,LT : 58 m²,LB : 48 m²,Citayam,600
"2,3 Miliar",4,2,4,LT : 355 m²,LB : 200 m²,Pancoran Mas,600
560 Juta,2,1,2,LT : 64 m²,LB : 45 m²,Cinangka,601
"3,1 Miliar",5,4,2,LT : 300 m²,LB : 200 m²,Cimanggis,601
"9,5 Miliar",5,3,2,LT : 800 m²,LB : 325 m²,Cinere,601
600 Juta,2,1,2,LT : 75 m²,LB : 45 m²,Cinangka,601
"144,4 Miliar Total",LT:190 m²,,,,,Bojong Sari,601
"2,65 Miliar",4,4,2,LT : 210 m²,LB : 158 m²,Cibubur,601
795 Juta,2,1,1,LT : 70 m²,LB : 55 m²,Rangkapanjaya,601
"1,2 Miliar",3,2,1,LT : 60 m²,LB : 90 m²,Cinere,601
600 Juta,2,2,2,LT : 46 m²,LB : 50 m²,Limo,601
"1,36 Miliar",4,3,1,LT : 98 m²,LB : 120 m²,Limo,601
"1,77 Miliar",5,4,2,LT : 100 m²,LB : 135 m²,Limo,601
"1,35 Miliar",3,2,1,LT : 60 m²,LB : 90 m²,Cinere,601
"1,6 Miliar",3,2,2,LT : 82 m²,LB : 73 m²,Tanah Baru,601
"1,5 Miliar",4,4,1,LT : 72 m²,LB : 74 m²,Pangkalan Jati,601
"9,5 Miliar",5,5,4,LT : 822 m²,LB : 450 m²,Cibubur,601
775 Juta,2,1,LT:64 m²,LB : 45 m²,,Kukusan,601
"1,5 Miliar",3,3,2,LT : 111 m²,LB : 135 m²,Cinere,601
"5,8 Miliar",5,4,2,LT : 600 m²,LB : 208 m²,Pangkalan Jati,601
400 Juta,1,1,LB:16 m²,,,Cinere,601
"3,7 Miliar Total",LT:630 m²,,,,,Cimanggis,601
650 Juta,2,1,LB:32 m²,,,Cinere,602
360 Juta,1,1,LB:21 m²,,,Cinere,602
648 Juta,2,2,2,LT : 50 m²,LB : 80 m²,Limo,602
629 Juta,3,2,1,LT : 40 m²,LB : 50 m²,Pancoran Mas,602
"2,4 Miliar",3,3,2,LT : 140 m²,LB : 110 m²,Sawangan,602
995 Juta,3,2,2,LT : 70 m²,LB : 100 m²,Beji,602
1 Miliar,3,3,LT:70 m²,LB : 90 m²,,Pancoran Mas,602
1 Miliar,3,3,LT:70 m²,LB : 90 m²,,Sukmajaya,602
1 Miliar,3,3,LT:75 m²,LB : 90 m²,,Cilodong,602
"1,69 Miliar",3,3,2,LT : 85 m²,LB : 130 m²,Krukut,602
450 Juta Total,LT:41 m²,LB:82 m²,,,,Tanah Baru,602
888 Juta,3,2,1,LT : 63 m²,LB : 75 m²,Tanah Baru,602
960 Juta,3,2,LT:70 m²,LB : 90 m²,,Sawangan,602
500 Juta,2,1,2,LT : 64 m²,LB : 40 m²,Cimanggis,602
960 Juta,3,2,LT:70 m²,LB : 90 m²,,Bojong Sari,602
"4,1 Miliar",4,4,2,LT : 119 m²,LB : 250 m²,Cinere,602
"5,5 Miliar",4,3,1,LT : 402 m²,LB : 280 m²,Krukut,602
850 Juta,3,2,1,LT : 60 m²,LB : 70 m²,Cinangka,602
"7,9 Miliar",4,3,LT:310 m²,LB : 350 m²,,Pangkalan Jati,602
250 Juta,1,1,LB:32 m²,,,Margonda,602
985 Juta,3,2,1,LT : 60 m²,LB : 112 m²,Pancoran Mas,603
"1,1 Miliar",3,2,1,LT : 68 m²,LB : 100 m²,Cilodong,603
"1,85 Miliar",4,4,2,LT : 110 m²,LB : 170 m²,Cinere,603
737 Juta,3,2,1,LT : 50 m²,LB : 50 m²,Cinangka,603
800 Juta,3,2,2,LT : 70 m²,LB : 90 m²,Cinangka,603
500 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Cimanggis,603
"1,9 Miliar",4,4,1,LT : 120 m²,LB : 130 m²,Cinere,603
850 Juta,2,1,1,LT : 79 m²,LB : 40 m²,Sawangan,603
507 Juta,2,1,1,LT : 61 m²,LB : 35 m²,Cinangka,603
"1,55 Miliar",2,2,1,LT : 64 m²,LB : 87 m²,Cinere,603
"2,2 Miliar",3,3,2,LT : 270 m²,LB : 220 m²,Cinere,603
3 Miliar,3,3,3,LT : 180 m²,LB : 200 m²,Pangkalan Jati,603
"1,19 Miliar",3,3,2,LT : 98 m²,LB : 69 m²,Depok I,603
980 Juta,3,2,2,LT : 67 m²,LB : 74 m²,Sukmajaya,603
6 Miliar,6,2,6,LT : 752 m²,LB : 500 m²,Pangkalan Jati,603
670 Juta,2,1,1,LT : 74 m²,LB : 50 m²,Sawangan,603
600 Juta,2,1,1,LT : 70 m²,LB : 40 m²,Cipayung,603
900 Juta,3,2,1,LT : 60 m²,LB : 72 m²,Sukmajaya,603
900 Juta,3,2,1,LT : 60 m²,LB : 72 m²,Sukmajaya,603
900 Juta,3,2,1,LT : 60 m²,LB : 72 m²,Sukmajaya,603
900 Juta,1,1,1,LT : 85 m²,LB : 50 m²,Tapos,604
45 Juta Total,LT:9 m²,,,,,Depok II,604
600 Juta,2,1,1,LT : 75 m²,LB : 45 m²,Cinangka,604
560 Juta,2,1,1,LT : 64 m²,LB : 45 m²,Sawangan,604
560 Juta,2,1,2,LT : 64 m²,LB : 45 m²,Cinangka,604
875 Juta,3,2,2,LT : 74 m²,LB : 73 m²,Sawangan,604
25 Miliar,4,5,2,LT : 1250 m²,LB : 611 m²,Cibubur,604
"1,1 Miliar",3,2,LT:150 m²,LB : 120 m²,,Depok II,604
"8,25 Miliar",10,6,LT:1135 m²,LB : 550 m²,,Cinere,604
"2,4 Miliar",4,3,2,LT : 128 m²,LB : 149 m²,Limo,604
245 Juta,2,1,LT:60 m²,LB : 60 m²,,Depok I,604
400 Juta,3,2,1,LT : 55 m²,LB : 60 m²,Citayam,604
400 Juta,3,2,1,LT : 55 m²,LB : 60 m²,Citayam,604
"1,7 Miliar",4,3,2,LT : 112 m²,LB : 182 m²,Cibubur,604
400 Juta,3,2,1,LT : 55 m²,LB : 60 m²,Citayam,604
"2,4 Miliar",3,3,1,LT : 120 m²,LB : 150 m²,Cibubur,604
"1,65 Miliar",3,2,1,LT : 240 m²,LB : 160 m²,Cimanggis,604
400 Juta,3,2,1,LT : 55 m²,LB : 60 m²,Citayam,604
20 Miliar Total,4,LT:847 m²,LB:225 m²,,,Harjamukti,604
"1,9 Miliar",3,5,2,LT : 160 m²,LB : 240 m²,Cibubur,604
"1,4 Miliar",3,3,1,LT : 98 m²,LB : 105 m²,Depok I,605
500 Juta,2,1,1,LT : 60 m²,LB : 45 m²,Cimanggis,605
750 Juta,3,2,1,LT : 90 m²,LB : 113 m²,Cipayung,605
570 Juta,2,1,1,LT : 60 m²,LB : 45 m²,Sawangan,605
59 Juta,2,1,1,LT : 50 m²,LB : 28 m²,Cilodong,605
98 Juta,2,2,1,LT : 40 m²,LB : 65 m²,Cimanggis,605
"2,85 Miliar",5,4,1,LT : 312 m²,LB : 400 m²,Cinere,605
"2,2 Miliar",12,12,1,LT : 58 m²,LB : 174 m²,Margonda,605
600 Juta,LB:24 m²,,,,,Beji,605
"1,1 Miliar",3,2,1,LT : 74 m²,LB : 77 m²,Cinere,605
"3,1 Miliar",3,2,2,LT : 240 m²,LB : 162 m²,Sukmajaya,605
"2,35 Miliar",4,2,1,LT : 210 m²,LB : 100 m²,Limo,605
"2,6 Miliar",3,2,1,LT : 216 m²,LB : 160 m²,Cinere,605
"2,6 Miliar",3,2,2,LT : 230 m²,LB : 160 m²,Cinere,605
"1,3 Miliar",3,3,2,LT : 133 m²,LB : 150 m²,Krukut,605
"2,85 Miliar",6,3,2,LT : 240 m²,LB : 220 m²,Cinere,605
"2,3 Miliar",5,4,2,LT : 240 m²,LB : 200 m²,Cinere,605
800 Juta,3,2,2,LT : 70 m²,LB : 60 m²,Cimanggis,605
"6,5 Miliar Total",LT:935 m²,,,,,Cinere,605
300 Juta,3,1,LT:68 m²,LB : 68 m²,,Cipayung,605
"1,3 Miliar",7,4,1,LT : 177 m²,LB : 250 m²,Sukmajaya,606
580 Juta,1,1,LB:34 m²,,,Margonda,606
922 Juta,3,2,2,LT : 95 m²,LB : 76 m²,Tapos,606
"1,99 Miliar",4,3,2,LT : 105 m²,LB : 115 m²,Limo,606
"2,3 Miliar",5,4,2,LT : 240 m²,LB : 200 m²,Cinere,606
"2,5 Miliar",12,4,LT:312 m²,LB : 420 m²,,Beji,606
"2,7 Miliar",3,2,2,LT : 124 m²,LB : 160 m²,Depok I,606
"1,6 Miliar Total",LT:200 m²,,,,,Mekarsari,606
"8,5 Miliar Total",4,LT:1135 m²,LB:500 m²,,,Cimanggis,606
"1,1 Miliar",3,2,2,LT : 70 m²,LB : 96 m²,Bojong Sari,606
"3,8 Miliar",7,6,3,LT : 310 m²,LB : 275 m²,Gandul,606
200 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,606
200 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,606
200 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,606
185 Juta,2,1,1,LT : 42 m²,LB : 30 m²,Citayam,606
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,606
"1,25 Miliar",3,3,2,LT : 100 m²,LB : 89 m²,Depok I,606
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,606
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,606
877 Juta,3,2,2,LT : 76 m²,LB : 75 m²,Sawangan,606
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,607
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,607
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,607
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,607
"1,3 Miliar",4,3,2,LT : 87 m²,LB : 115 m²,Krukut,607
1 Miliar,3,3,1,LT : 100 m²,LB : 73 m²,Depok I,607
200 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,607
1 Miliar,3,3,2,LT : 105 m²,LB : 104 m²,Cilodong,607
"7,95 Miliar",5,3,1,LT : 500 m²,LB : 415 m²,Cinere,607
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,607
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,607
"1,4 Miliar",5,4,2,LT : 108 m²,LB : 190 m²,Limo,607
"7,55 Miliar",5,5,LT:225 m²,LB : 300 m²,,Cimanggis,607
1 Miliar,3,3,2,LT : 95 m²,LB : 73 m²,Depok I,607
720 Juta,2,2,1,LT : 45 m²,LB : 46 m²,Depok I,607
800 Juta,2,1,1,LT : 72 m²,LB : 50 m²,Cilodong,607
848 Juta,3,2,1,LT : 80 m²,LB : 55 m²,Depok I,607
"1,31 Miliar",3,2,1,LT : 72 m²,LB : 72 m²,Depok I,607
"1,1 Miliar",4,3,2,LT : 63 m²,LB : 160 m²,Limo,607
599 Juta,3,2,1,LT : 50 m²,LB : 40 m²,Depok I,607
680 Juta,3,2,1,LT : 45 m²,LB : 38 m²,Depok I,608
767 Juta,2,2,1,LT : 42 m²,LB : 55 m²,Depok I,608
"1,4 Miliar",3,2,2,LT : 94 m²,LB : 119 m²,Limo,608
500 Juta,2,1,1,LT : 62 m²,LB : 45 m²,Sawangan,608
"16,3 Miliar Total",LT:1810 m²,,,,,Pangkalan Jati,608
"6,5 Miliar",5,3,LT:750 m²,LB : 500 m²,,Pangkalan Jati,608
"3,75 Miliar",4,2,1,LT : 719 m²,LB : 250 m²,Krukut,608
950 Juta,3,2,1,LT : 90 m²,LB : 80 m²,Sukmajaya,608
"1,55 Miliar",2,2,LT:218 m²,LB : 90 m²,,Sawangan,608
"1,1 Miliar Total",2,LT:60 m²,LB:90 m²,,,Limo,608
21 Miliar,6,5,5,LT : 6025 m²,LB : 600 m²,Sawangan,608
"2,5 Miliar",3,2,1,LT : 320 m²,LB : 220 m²,Cinere,608
15 Miliar,4,4,LT:378 m²,LB : 540 m²,,Cinere,608
730 Juta,3,2,1,LT : 46 m²,LB : 60 m²,Tapos,608
285 Juta,2,1,1,LT : 55 m²,LB : 36 m²,Citayam,608
"1,35 Miliar",2,1,1,LT : 200 m²,LB : 100 m²,Sawangan,608
900 Juta,3,2,1,LT : 50 m²,LB : 80 m²,Margonda,608
"2,9 Miliar",3,2,1,LT : 160 m²,LB : 170 m²,Cinere,608
"2,8 Miliar",4,2,LT:130 m²,LB : 57 m²,,Sawangan,608
"1,89 Miliar",4,2,LT:100 m²,LB : 120 m²,,Sawangan,608
896 Juta,2,1,LT:45 m²,LB : 81 m²,,Sawangan,609
"1,65 Miliar",3,2,LT:90 m²,LB : 90 m²,,Sawangan,609
3 Miliar,4,4,2,LT : 200 m²,LB : 150 m²,Margonda,609
"1,3 Miliar",3,3,1,LT : 146 m²,LB : 100 m²,Pancoran Mas,609
895 Juta,3,2,2,LT : 70 m²,LB : 90 m²,Cilodong,609
895 Juta,3,2,2,LT : 70 m²,LB : 90 m²,Pancoran Mas,609
"2,3 Miliar",4,3,1,LT : 154 m²,LB : 250 m²,Cinere,609
180 Juta,1,LB:20 m²,,,,Margonda,609
560 Juta,2,1,1,LT : 60 m²,LB : 36 m²,Cinangka,609
840 Juta,3,2,2,LT : 77 m²,LB : 110 m²,Sawangan,609
8 Miliar,4,4,4,LT : 812 m²,LB : 900 m²,Cinere,609
"2,8 Miliar",3,4,2,LT : 175 m²,LB : 195 m²,Cinere,609
950 Juta,3,2,1,LT : 38 m²,LB : 50 m²,Pancoran Mas,609
"2,85 Miliar",5,3,2,LT : 240 m²,LB : 220 m²,Cinere,609
"3,5 Miliar",4,3,2,LT : 265 m²,LB : 185 m²,Limo,609
"5,8 Miliar",3,3,1,LT : 200 m²,LB : 400 m²,Tapos,609
"1,85 Miliar",3,3,1,LT : 103 m²,LB : 108 m²,Gandul,609
"1,8 Miliar",5,3,1,LT : 157 m²,LB : 160 m²,Cinere,609
925 Juta,3,2,1,LT : 44 m²,LB : 80 m²,Cipayung,609
745 Juta,2,2,1,LT : 87 m²,LB : 50 m²,Cilodong,609
"1,35 Miliar",3,2,1,LT : 84 m²,LB : 95 m²,Pancoran Mas,610
850 Juta,2,1,1,LT : 84 m²,LB : 60 m²,Cilodong,610
630 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Bojong Sari,610
"1,2 Miliar",2,1,1,LT : 90 m²,LB : 60 m²,Tapos,610
"3,95 Miliar",3,2,1,LT : 436 m²,LB : 238 m²,Cinere,610
"3,9 Miliar",4,3,1,LT : 321 m²,LB : 240 m²,Limo,610
850 Juta,4,2,LT:120 m²,LB : 130 m²,,Cimanggis,610
"1,3 Miliar",4,2,LT:139 m²,LB : 139 m²,,Sukmajaya,610
700 Juta Total,LT:578 m²,,,,,Cilangkap,610
499 Juta,2,2,LT:97 m²,LB : 90 m²,,Cilodong,610
42 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,610
"3,6 Miliar",4,LT:200 m²,LB:200 m²,,,Cinere,610
"1,35 Miliar",3,2,2,LT : 84 m²,LB : 95 m²,Depok I,610
"2,7 Miliar",3,2,2,LT : 124 m²,LB : 160 m²,Cimanggis,610
300 Juta,LT:56 m²,LB:56 m²,,,,Beji,610
700 Juta,2,1,1,LT : 60 m²,LB : 36 m²,Tapos,610
930 Juta,3,2,2,LT : 85 m²,LB : 86 m²,Sawangan,610
300 Juta,2,2,1,LT : 54 m²,LB : 70 m²,Cimanggis,610
"1,3 Miliar",3,2,1,LT : 97 m²,LB : 115 m²,Tanah Baru,610
4 Miliar Total,LT:1000 m²,,,,,Kelapa Dua,610
250 Juta,2,1,1,LT : 50 m²,LB : 36 m²,Bojong Sari,611
250 Juta,2,1,1,LT : 50 m²,LB : 36 m²,Limo,611
920 Juta,6,6,1,LT : 103 m²,LB : 128 m²,Cimanggis,611
"2,1 Miliar",3,4,2,LT : 160 m²,LB : 240 m²,Cibubur,611
250 Juta,2,1,1,LT : 50 m²,LB : 36 m²,Citayam,611
250 Juta,2,1,1,LT : 50 m²,LB : 36 m²,Cinere,611
250 Juta,2,1,1,LT : 50 m²,LB : 36 m²,Pancoran Mas,611
250 Juta,2,1,1,LT : 50 m²,LB : 36 m²,Sawangan,611
792 Juta,2,2,1,LT : 55 m²,LB : 55 m²,Pancoran Mas,611
950 Juta Total,LT:76 m²,,,,,Beji,611
"1,4 Miliar",3,3,1,LT : 80 m²,LB : 110 m²,Margonda,611
"2,3 Miliar",4,3,LT:120 m²,LB : 117 m²,,Harjamukti,611
"1,95 Miliar",4,3,2,LT : 103 m²,LB : 155 m²,Beji,611
400 Juta,3,2,1,LT : 50 m²,LB : 55 m²,Citayam,611
462 Juta Total,LT:132 m²,,,,,Cibubur,611
400 Juta,3,2,1,LT : 50 m²,LB : 55 m²,Citayam,611
400 Juta,3,2,1,LT : 50 m²,LB : 55 m²,Citayam,611
450 Juta,3,2,1,LT : 50 m²,LB : 60 m²,Pancoran Mas,611
14 Miliar,5,3,2,LT : 1445 m²,LB : 300 m²,Harjamukti,611
"13,5 Miliar Total",LT:685 m²,,,,,Cinere,611
450 Juta,3,2,1,LT : 50 m²,LB : 60 m²,Pancoran Mas,612
"1,3 Miliar",3,3,1,LT : 73 m²,LB : 110 m²,Tanah Baru,612
450 Juta,3,2,1,LT : 50 m²,LB : 60 m²,Rangkapanjaya,612
6 Miliar,5,5,4,LT : 640 m²,LB : 300 m²,Cinere,612
840 Juta,3,2,2,LT : 77 m²,LB : 110 m²,Cinangka,612
450 Juta,3,2,1,LT : 50 m²,LB : 60 m²,Pancoran Mas,612
"3,4 Miliar",5,4,2,LT : 266 m²,LB : 300 m²,Cibubur,612
3 Miliar,4,2,1,LT : 224 m²,LB : 180 m²,Cimanggis,612
"1,65 Miliar",3,2,1,LT : 64 m²,LB : 76 m²,Cibubur,612
"1,9 Miliar Total",LT:229 m²,,,,,Pancoran Mas,612
800 Juta,3,2,2,LT : 70 m²,LB : 90 m²,Cinangka,612
600 Juta,2,1,1,LT : 80 m²,LB : 60 m²,Pancoran Mas,612
"19,1 Miliar Total",LT:1421 m²,,,,,Cimanggis,612
"15,5 Miliar Total",LT:1110 m²,,,,,Cimanggis,612
"7,8 Miliar Total",LT:2600 m²,,,,,Pancoran Mas,612
"2,7 Miliar",3,2,1,LT : 124 m²,LB : 160 m²,Cimanggis,612
750 Juta,2,1,1,LT : 72 m²,LB : 45 m²,Cimanggis,612
12 Miliar Total,5,LT:1840 m²,LB:700 m²,,,Harjamukti,612
"1,1 Miliar",2,1,1,LT : 81 m²,LB : 55 m²,Cinere,612
585 Juta,2,2,1,LT : 48 m²,LB : 52 m²,Tapos,612
360 Juta,2,1,1,LT : 52 m²,LB : 36 m²,Cilodong,613
542 Juta,2,1,1,LT : 62 m²,LB : 42 m²,Bojong Sari,613
645 Juta,2,2,2,LT : 46 m²,LB : 50 m²,Limo,613
450 Juta,3,2,1,LT : 50 m²,LB : 60 m²,Pancoran Mas,613
"1,65 Miliar",3,3,2,LT : 87 m²,LB : 130 m²,Cibubur,613
"3,9 Miliar",4,3,1,LT : 257 m²,LB : 315 m²,Pangkalan Jati,613
"1,2 Miliar",4,3,LT:60 m²,LB : 100 m²,,Beji,613
"1,35 Miliar",3,2,1,LT : 155 m²,LB : 100 m²,Sawangan,613
690 Juta,2,2,LT:56 m²,LB : 56 m²,,Gandul,613
"1,25 Miliar",3,3,1,LT : 138 m²,LB : 130 m²,Bojong Sari,613
800 Juta,2,1,1,LT : 120 m²,LB : 38 m²,Sawangan,613
850 Juta,2,1,1,LT : 160 m²,LB : 120 m²,Sawangan,613
"5,4 Miliar",5,4,5,LT : 704 m²,LB : 300 m²,Cinere,613
"3,9 Miliar Total",LT:3000 m²,,,,,Sawangan,613
"1,8 Miliar",4,3,1,LT : 114 m²,LB : 185 m²,Cinere,613
17 Miliar,8,7,3,LT : 1160 m²,LB : 400 m²,Depok I,613
400 Juta,3,2,1,LT : 50 m²,LB : 80 m²,Sawangan,613
"2,2 Miliar",3,3,2,LT : 96 m²,LB : 105 m²,Sawangan,613
"1,35 Miliar",3,3,2,LT : 98 m²,LB : 120 m²,Harjamukti,613
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,613
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
450 Juta,3,2,1,LT : 50 m²,LB : 60 m²,Pancoran Mas,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
925 Juta,3,2,2,LT : 95 m²,LB : 80 m²,Limo,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"1,3 Miliar",3,2,1,LT : 98 m²,LB : 90 m²,Cimanggis,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"45,2 Miliar Total",LT:6020 m²,,,,,Depok I,614
"1,2 Miliar",2,1,1,LT : 90 m²,LB : 60 m²,Cibubur,614
"6,5 Miliar",6,4,1,LT : 520 m²,LB : 450 m²,Cinere,614
"1,1 Miliar",3,2,1,LT : 76 m²,LB : 90 m²,Harjamukti,614
"1,9 Miliar",3,4,LT:100 m²,LB : 130 m²,,Cinere,614
630 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Cinere,615
"2,7 Miliar",3,2,1,LT : 124 m²,LB : 160 m²,Cimanggis,615
900 Juta,3,2,1,LT : 72 m²,LB : 68 m²,Cilangkap,615
485 Juta,2,1,1,LT : 60 m²,LB : 42 m²,Pasir Putih,615
950 Juta,3,2,2,LT : 87 m²,LB : 88 m²,Sawangan,615
"1,4 Miliar",3,2,2,LT : 91 m²,LB : 84 m²,Margonda,615
"4,3 Miliar Total",LT:500 m²,,,,,Cibubur,615
950 Juta,3,2,2,LT : 79 m²,LB : 75 m²,Limo,615
950 Juta,3,2,2,LT : 79 m²,LB : 75 m²,Sawangan,615
"1,15 Miliar",3,2,LT:107 m²,LB : 70 m²,,Sukmajaya,615
550 Juta,2,1,LT:87 m²,LB : 60 m²,,Cilodong,615
"1,8 Miliar",4,2,1,LT : 101 m²,LB : 90 m²,Cinere,615
"3,5 Miliar",4,4,1,LT : 111 m²,LB : 250 m²,Cinere,615
"6,5 Miliar",3,2,1,LT : 556 m²,LB : 198 m²,Pangkalan Jati,615
290 Juta,2,1,1,LT : 50 m²,LB : 36 m²,Pancoran Mas,615
"1,9 Juta Total",2,LT:112 m²,LB:90 m²,,,Sawangan,615
